track_name,album_name,energy,valence,reading_grade,syllable_density,lexical_diversity,bridge_shift,thematic_dna,energy_is_predicted,valence_is_predicted,cluster_id,umap_x,umap_y,top_driver,archetype_name,archetype_desc,symbol,data_type
"no body, no crime",evermore,0.613,0.535,1.368078593139387,1.1772486772486772,0.3544973544973545,0.6015,"prove, lettin, este, ain, wasn",False,False,3.0,1.3360032,8.522343,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
happiness,evermore,0.334,0.211,2.1360998784664673,1.2761020881670533,0.3990719257540603,-1.6435,"leave, haven, sunrise, divide, glorious",False,False,1.0,3.4752138,5.7427583,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),bowtie,ACTUAL
dorothea,evermore,0.488,0.354,3.450006557377048,1.290983606557377,0.5,0.4386,"sellin, brighter, shined, stars, tired",False,False,2.0,4.3405232,5.046071,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",bowtie,ACTUAL
coney island,evermore,0.537,0.292,2.089887216468913,1.2864450127877238,0.4092071611253197,-1.2602,"colder, making, sun, disappointments, centerfold",False,False,2.0,3.5711484,5.967002,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",bowtie,ACTUAL
ivy,evermore,0.545,0.535,0.8871075902726631,1.190217391304348,0.3967391304347826,-1.4044,"covered, goddamn, stone, grows, putting",False,False,3.0,-0.07852542,7.2073455,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
cowboy like me,evermore,0.517,0.511,0.7868481548699329,1.1929824561403508,0.3830409356725146,0.479,"forward, pay, tricks, sleeve, takes",False,False,3.0,1.2499311,8.408941,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
long story short,evermore,0.73,0.573,1.0154036904066146,1.179802955665025,0.3817733990147783,-1.0043,"pedestal, precipice, warm, rabbit, pushed",False,False,3.0,-0.44918603,7.732982,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
marjorie,evermore,0.561,0.287,1.42544642857143,1.253125,0.321875,-0.2502999999999999,"alive, died, didn, dead, asked",False,False,4.0,1.9174601,6.785646,syllable_density,Standard Pop,Radio-Ready (Mid-Range Baseline Production),bowtie,ACTUAL
closure,evermore,0.704,0.92,1.2397391404274885,1.2270742358078603,0.37117903930131,0.2891,"yes, doing, letter, bone, cut",False,False,3.0,-0.604004,9.026243,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
evermore,evermore,0.27,0.32,1.9751799426934085,1.2542857142857142,0.4514285714285714,0.8176,"catchin, violence, tossed, pause, peculiar",False,False,4.0,3.2787263,3.9860027,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),bowtie,ACTUAL
right where you left me,evermore,0.619,0.645,1.6982717537434553,1.2113022113022114,0.4004914004914005,-0.0912,"restaurant, legged, choice, dim, cross",False,False,3.0,1.967223,8.204398,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",bowtie,ACTUAL
it's time to go,evermore,0.41,0.416,0.4552384765527257,1.1246684350132623,0.3421750663129973,-0.5719,"thing, givin, soul, snaps, strong",False,False,0.0,-0.65391517,5.7970257,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",bowtie,ACTUAL
Lavender Haze,Midnights,0.444,0.0984,1.553172757475085,1.2159468438538206,0.3521594684385382,1.0281,"desk, deal, surreal, damned, chest",False,False,4.0,1.9497975,3.9076018,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Maroon,Midnights,0.378,0.0382,1.5912467532467538,1.2457142857142858,0.3685714285714285,0.7793,"scarlet, telephones, burgundy, collarbone, rushed",False,False,4.0,1.8494823,4.09707,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Anti-Hero,Midnights,0.634,0.519,3.1324418168168187,1.3573573573573574,0.4534534534534534,-1.6416,"problem, agrees, everybody, teatime, rooting",False,False,2.0,4.7218814,6.332838,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up,ACTUAL
Snow On The Beach,Midnights,0.323,0.154,0.561846261846263,1.1882640586797066,0.3471882640586797,0.2218,"comin, flying, wanting, pocketful, weird",False,False,4.0,0.6982918,4.082524,energy,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
"You're On Your Own, Kid",Midnights,0.38,0.376,1.788732563732566,1.239057239057239,0.5488215488215489,-0.1185999999999999,"fireplace, splashes, sprinkler, ashes, search",False,False,1.0,4.0362024,3.8980603,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),triangle-up,ACTUAL
Midnight Rain,Midnights,0.377,0.23,2.4043060235023432,1.3074204946996466,0.3568904593639576,-0.9938,"wanted, fame, comfortable, bride, chasing",False,False,2.0,3.770436,5.7162957,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up,ACTUAL
Question...?,Midnights,0.502,0.112,1.687815442561206,1.2222222222222223,0.3541666666666667,1.5742,"crowded, clappin, makin, seconds, ask",False,False,4.0,2.0705624,3.7805996,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Vigilante Shit,Midnights,0.279,0.16,0.9183509449298946,1.1737451737451738,0.471042471042471,1.8442,"dressin, lately, weekends, start, gets",False,False,4.0,1.3586267,3.680614,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Bejeweled,Midnights,0.55,0.412,1.1056398606693951,1.187793427230047,0.3403755868544601,-1.2444,"polish, shimmer, real, contempt, penthouse",False,False,3.0,0.08148671,7.0568023,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",triangle-up,ACTUAL
Labyrinth,Midnights,0.313,0.141,0.6429718875502033,1.1646586345381529,0.3132530120481928,-0.1027,"fallin, plane, goin, break, turn",False,False,4.0,0.50029373,4.1008825,energy,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Karma,Midnights,0.622,0.106,2.0383006593795656,1.279373368146214,0.3498694516971279,0.8432999999999999,"boyfriend, relaxing, weekend, envious, flexing",False,False,4.0,2.4539795,4.5650325,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Sweet Nothing,Midnights,0.161,0.396,2.699414009000197,1.3159851301115242,0.4200743494423792,0.6974,"hummin, shovin, nothings, push, kitchen",False,False,4.0,3.614271,4.305426,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Mastermind,Midnights,0.352,0.13,1.5973337825696348,1.2470238095238095,0.4017857142857143,0.7579,"accidental, groundwork, told, laid, saw",False,False,4.0,1.7275826,4.042227,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
The Great War,Midnights,0.741,0.554,2.539119347160831,1.3121387283236994,0.4913294797687861,0.185,"huh, survived, bloodshed, clover, vowed",False,False,2.0,4.7765574,5.806369,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up,ACTUAL
Bigger Than The Whole Sky,Midnights,0.235,0.068,1.7803212851405623,1.2610441767068272,0.3493975903614458,0.8665,"goodbye, lot, pine, got, meet",False,False,4.0,1.796423,4.127229,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Paris,Midnights,0.509,0.345,1.8846774193548408,1.2838709677419355,0.4419354838709677,0.0022999999999999,"ceiling, drew, map, bedroom, news",False,False,1.0,3.7756321,4.589637,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),triangle-up,ACTUAL
High Infidelity,Midnights,0.529,0.755,3.4419416666666685,1.354666666666667,0.3013333333333333,0.5574,"keeping, count, picket, april, fence",False,False,2.0,3.7374423,7.6717076,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up,ACTUAL
Glitch,Midnights,0.466,0.347,3.192375314488679,1.3261802575107295,0.463519313304721,-0.8774,"counterfeit, stitch, fastening, moonlit, seconds",False,False,2.0,4.489441,5.2756696,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",triangle-up,ACTUAL
"Would've, Could've, Should've",Midnights,0.84,0.55,0.9816328767123288,1.178,0.296,-0.3634,"regret, close, grown, won, tomb",False,False,3.0,0.11091133,8.25759,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",triangle-up,ACTUAL
Dear Reader,Midnights,0.388,0.159,2.444511278195492,1.2969924812030076,0.4661654135338345,0.0149,"guiding, advice, falling, light, apart",False,False,4.0,3.9947755,4.828794,valence,Standard Pop,Radio-Ready (Mid-Range Baseline Production),triangle-up,ACTUAL
Mine (Taylor’s Version),Speak Now (TV),0.600141704082489,0.3416600227355957,2.2342097880299256,1.234413965087282,0.4139650872817955,0.2764999999999999,,True,True,4.0,3.1049855,5.427835,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon,PREDICTED
Sparks Fly (Taylor’s Version),Speak Now (TV),0.6552106142044067,0.3802109062671661,2.192415171165738,1.2034383954154728,0.3753581661891118,-0.305,,True,True,3.0,2.3274934,6.878143,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Back To December (Taylor’s Version),Speak Now (TV),0.6518203020095825,0.4259425103664398,1.8271056603773592,1.195754716981132,0.3514150943396226,-0.0201999999999999,,True,True,3.0,2.1132011,7.240428,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Speak Now (Taylor’s Version),Speak Now (TV),0.5682732462882996,0.5228694081306458,0.7474301760777173,1.150462962962963,0.3564814814814814,-0.593,,True,True,3.0,-0.6509636,7.3151193,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Dear John (Taylor’s Version),Speak Now (TV),0.5313014984130859,0.3541414737701416,0.6148871037776829,1.11968085106383,0.4521276595744681,-0.4590999999999999,,True,True,1.0,-0.14255314,5.694044,reading_grade,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon,PREDICTED
Mean (Taylor’s Version),Speak Now (TV),0.6413098573684692,0.4906460642814636,1.6749046015712672,1.219753086419753,0.3308641975308642,0.0701,,True,True,3.0,2.1513662,7.579401,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
The Story Of Us (Taylor’s Version),Speak Now (TV),0.670039713382721,0.5633403658866882,1.2394855875831503,1.1552106430155211,0.3636363636363636,0.1141999999999999,,True,True,3.0,0.5159645,9.074751,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Never Grow Up (Taylor’s Version),Speak Now (TV),0.5852295160293579,0.4463292360305786,1.9662702702702717,1.2432432432432432,0.3513513513513513,0.1806999999999999,,True,True,3.0,2.7508955,6.953399,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Enchanted (Taylor’s Version),Speak Now (TV),0.5450685620307922,0.3465522825717926,2.2211317418213987,1.2871794871794873,0.3743589743589743,-0.2374999999999999,,True,True,2.0,3.646113,6.196052,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",pentagon,PREDICTED
Better Than Revenge (Taylor’s Version),Speak Now (TV),0.6806095242500305,0.3903566598892212,2.3342105263157897,1.2105263157894737,0.3515037593984962,-0.2452,,True,True,3.0,2.5381596,6.895456,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Innocent (Taylor’s Version),Speak Now (TV),0.555901288986206,0.3401798903942108,1.7811195382240437,1.249211356466877,0.4069400630914827,0.5664,,True,True,4.0,2.757929,5.246645,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon,PREDICTED
Haunted (Taylor’s Version),Speak Now (TV),0.6361811757087708,0.4704869389533996,0.9194074766355164,1.1869158878504673,0.3333333333333333,0.7263000000000001,,True,True,3.0,1.3223969,8.576133,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Last Kiss (Taylor’s Version),Speak Now (TV),0.6112896203994751,0.5311007499694824,1.1852709359605915,1.1477832512315271,0.3694581280788177,-0.0914999999999999,,True,True,3.0,0.55788773,9.190076,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Long Live (Taylor’s Version),Speak Now (TV),0.6162254810333252,0.3032895624637604,1.0978644576110028,1.1791383219954648,0.3832199546485261,1.6637,,True,True,4.0,2.0769324,3.3061922,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),pentagon,PREDICTED
Ours (Taylor’s Version),Speak Now (TV),0.603702962398529,0.3075021803379059,1.444646464646464,1.1919191919191918,0.4478114478114478,0.0524999999999999,,True,True,1.0,1.5085568,6.1501074,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon,PREDICTED
Superman (Taylor’s Version),Speak Now (TV),0.5351870059967041,0.4907694458961487,1.5750499156016389,1.2281167108753317,0.3448275862068966,-0.8629,,True,True,3.0,0.53959715,7.051709,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Electric Touch (Taylor’s Version) [From the Vault],Speak Now (TV),0.6517714858055115,0.4593560397624969,1.8767589020771531,1.173913043478261,0.3768115942028985,0.6007,,True,True,3.0,1.5391337,8.545054,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
When Emma Falls in Love (Taylor’s Version) [From the Vault],Speak Now (TV),0.6320674419403076,0.4669130444526672,1.4790026178010507,1.130890052356021,0.3821989528795811,-0.0741,,True,True,3.0,0.7089437,9.299967,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
I Can See You (Taylor’s Version) [From The Vault],Speak Now (TV),0.6460415124893188,0.5311274528503418,1.1425335988053753,1.1414634146341462,0.2975609756097561,-0.8330000000000001,,True,True,3.0,-0.9450914,7.2879896,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",pentagon,PREDICTED
Castles Crumbling (Taylor’s Version) [From The Vault],Speak Now (TV),0.5386614799499512,0.3004891872406006,1.3471324151727335,1.1761006289308176,0.4056603773584906,-1.6973,,True,True,1.0,0.48675942,6.5216846,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon,PREDICTED
Foolish One (Taylor’s Version) [From The Vault],Speak Now (TV),0.5254137516021729,0.3980293571949005,2.4434789014856975,1.2407809110629069,0.3731019522776572,-0.1797,,True,True,2.0,3.4694948,6.504552,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",pentagon,PREDICTED
Timeless (Taylor’s Version) [From The Vault],Speak Now (TV),0.4724928438663482,0.3143180906772613,1.7609437890353945,1.2080152671755726,0.4122137404580153,-0.5749,,True,True,1.0,1.240007,5.7515497,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),pentagon,PREDICTED
Welcome To New York (Taylor’s Version),1989 (TV),0.5687433481216431,0.3678125739097595,2.468271535316511,1.2514450867052025,0.2803468208092485,0.4938,,True,True,4.0,2.967724,6.60775,lexical_diversity,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square,PREDICTED
Blank Space (Taylor’s Version),1989 (TV),0.4752426743507385,0.3287400305271148,0.6555118184386473,1.167953667953668,0.3803088803088803,-0.5277000000000001,,True,True,1.0,-0.39945537,5.559844,bridge_shift,Fountain Pen,Modern Confessional (Specific Storytelling),square,PREDICTED
Style (Taylor’s Version),1989 (TV),0.6774960160255432,0.5110428333282471,1.1142857142857174,1.1071428571428572,0.3545918367346938,-0.3409,,True,True,3.0,0.6162174,9.190689,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square,PREDICTED
Out Of The Woods (Taylor’s Version),1989 (TV),0.730658769607544,0.3846995830535888,0.0593687692236386,1.0923994038748135,0.1818181818181818,0.6156,,True,True,0.0,-1.9863627,6.61484,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
All You Had To Do Was Stay (Taylor’s Version),1989 (TV),0.6328478455543518,0.4802998006343841,-0.0897187758478068,1.064102564102564,0.2072649572649572,-1.7311,,True,True,0.0,-1.2887167,6.8947964,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
Shake It Off (Taylor’s Version),1989 (TV),0.6504842042922974,0.4063597619533539,0.7090588683075367,1.1154529307282417,0.2291296625222025,0.2405,,True,True,0.0,-1.6032581,6.57079,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
I Wish You Would (Taylor’s Version),1989 (TV),0.7216660976409912,0.5822705626487732,0.491532875214741,1.06973293768546,0.1691394658753709,0.4284,,True,True,0.0,-1.8602679,6.864539,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
Bad Blood (Taylor’s Version),1989 (TV),0.5895436406135559,0.3452185988426208,-0.1138800545206724,1.0806451612903225,0.2620967741935484,1.1534,,True,True,0.0,-2.0937557,6.2116485,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
Wildest Dreams (Taylor’s Version),1989 (TV),0.6344670653343201,0.5019945502281189,1.061394902234639,1.2262569832402237,0.3659217877094972,-0.7592,,True,True,3.0,0.22825691,7.151356,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square,PREDICTED
How You Get The Girl (Taylor’s Version),1989 (TV),0.5523213744163513,0.2706595659255981,0.6406185567010318,1.1288659793814433,0.2654639175257732,-0.516,,True,True,0.0,-1.1598848,5.878457,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
This Love (Taylor’s Version),1989 (TV),0.6327201724052429,0.456891655921936,0.7108510638297858,1.1170212765957446,0.2712765957446808,0.2005,,True,True,0.0,-1.5623833,6.5660043,syllable_density,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
I Know Places (Taylor’s Version),1989 (TV),0.611399233341217,0.338563323020935,1.795198412698415,1.184126984126984,0.3777777777777777,1.6093000000000002,,True,True,4.0,2.2779992,3.4318368,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square,PREDICTED
Clean (Taylor’s Version),1989 (TV),0.4972750246524811,0.2758044004440307,2.359956566172716,1.2524271844660195,0.372168284789644,1.5729,,True,True,4.0,2.4045005,4.0461164,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square,PREDICTED
Wonderland (Taylor’s Version),1989 (TV),0.6963635683059692,0.4947152733802795,2.7541560102301794,1.2736572890025577,0.3759590792838874,0.1037999999999999,,True,True,2.0,3.7453887,7.2658257,reading_grade,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square,PREDICTED
You Are In Love (Taylor’s Version),1989 (TV),0.6365207433700562,0.4450082778930664,1.3072167487684716,1.089655172413793,0.3103448275862069,-1.7221000000000002,,True,True,3.0,-1.191258,7.0662184,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square,PREDICTED
New Romantics (Taylor’s Version),1989 (TV),0.6983014345169067,0.5225101709365845,2.654277799453766,1.2660944206008584,0.315450643776824,1.8474,,True,True,2.0,3.0745697,8.311355,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square,PREDICTED
“Slut!” (Taylor’s Version) [From the Vault],1989 (TV),0.3280925452709198,0.2305134683847427,0.8212143040905602,1.1479289940828403,0.4467455621301775,1.508,,True,True,4.0,1.2733426,3.703555,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),square,PREDICTED
Say Don’t Go (Taylor’s Version) [From the Vault],1989 (TV),0.5785815119743347,0.4025106132030487,0.1281827522675751,1.1043083900226758,0.2993197278911564,1.5929,,True,True,0.0,-2.085981,6.05159,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",square,PREDICTED
Now That We Don’t Talk (Taylor’s Version) [From the Vault],1989 (TV),0.4985433518886566,0.3951047956943512,1.0224468085106402,1.148936170212766,0.4893617021276595,0.4246,,True,True,1.0,0.42559367,5.716831,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),square,PREDICTED
Suburban Legends (Taylor’s Version) [From the Vault],1989 (TV),0.7305861711502075,0.2872860729694366,2.5203727256668422,1.261437908496732,0.434640522875817,-0.7178,,True,True,2.0,4.4123306,5.8914843,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",square,PREDICTED
Is It Over Now? (Taylor’s Version) [From the Vault],1989 (TV),0.6371641159057617,0.375386506319046,1.88413833475931,1.191142191142191,0.3636363636363636,-0.2042999999999999,,True,True,3.0,2.0728235,6.8478765,reading_grade,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",square,PREDICTED
Fortnight,TTPD: The Anthology,0.6724319458007812,0.528087854385376,2.667052624558128,1.322884012539185,0.3510971786833856,0.0479,,True,True,2.0,3.9130542,7.220362,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon,PREDICTED
The Tortured Poets Department,TTPD: The Anthology,0.6607244610786438,0.4910603165626526,2.5428186274509805,1.3259803921568627,0.375,-1.1817,,True,True,2.0,4.5482874,6.5161624,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon,PREDICTED
My Boy Only Breaks His Favorite Toys,TTPD: The Anthology,0.4212334156036377,0.4133943617343902,1.3767605633802835,1.1971830985915493,0.5,-1.2121,,True,True,1.0,4.590916,3.6017118,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
Down Bad,TTPD: The Anthology,0.5884434580802917,0.326432466506958,0.6569047619047623,1.1292372881355932,0.3072033898305085,0.981,,True,True,0.0,-1.8702016,5.783242,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",octagon,PREDICTED
"So Long, London",TTPD: The Anthology,0.3752323389053345,0.3709471821784973,1.335756149732621,1.1871657754010696,0.5561497326203209,1.2683,,True,True,1.0,3.1544595,3.523659,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
But Daddy I Love Him,TTPD: The Anthology,0.3680209517478943,0.3221140503883362,1.5065856129685962,1.2269503546099292,0.4414893617021276,1.1306,,True,True,4.0,2.8711495,3.8042529,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),octagon,PREDICTED
Fresh Out The Slammer,TTPD: The Anthology,0.6888028383255005,0.3847656846046448,2.496781943546651,1.2673992673992671,0.5384615384615384,-0.328,,True,True,2.0,4.898922,5.694909,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon,PREDICTED
Florida!!!,TTPD: The Anthology,0.5106512308120728,0.3542351126670837,2.4170335429769416,1.2605633802816902,0.3779342723004695,-0.3275,,True,True,2.0,3.666705,6.200798,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",octagon,PREDICTED
Guilty as Sin?,TTPD: The Anthology,0.4214336276054382,0.4001790881156921,2.05162139643393,1.2662889518413598,0.4815864022662889,0.3325,,True,True,1.0,3.7967405,4.3256965,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
Who’s Afraid of Little Old Me?,TTPD: The Anthology,0.6337333917617798,0.4819667041301727,1.024150413481042,1.1561085972850678,0.3800904977375565,-0.0836,,True,True,3.0,0.6792215,9.402518,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon,PREDICTED
I Can Fix Him (No Really I Can),TTPD: The Anthology,0.5112344026565552,0.4362122416496277,1.074536719286204,1.1617021276595745,0.5148936170212766,-0.1994999999999999,,True,True,1.0,0.39315495,5.7006516,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
loml,TTPD: The Anthology,0.393621414899826,0.4099555313587188,2.2166682056017244,1.2880886426592797,0.5623268698060941,-1.3308,,True,True,1.0,4.705145,4.3352656,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
I Can Do It With a Broken Heart,TTPD: The Anthology,0.6543481349945068,0.4369397163391113,1.3437179487179485,1.1633165829145728,0.3693467336683417,0.128,,True,True,3.0,0.91475904,9.367908,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon,PREDICTED
The Smallest Man Who Ever Lived,TTPD: The Anthology,0.4212334156036377,0.4275302290916443,1.7538056959118045,1.22508038585209,0.5273311897106109,-1.6195,,True,True,1.0,4.7009625,3.7171366,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
The Alchemy,TTPD: The Anthology,0.5909285545349121,0.397996723651886,1.4338888888888874,1.2138888888888888,0.3666666666666666,-0.0728999999999999,,True,True,3.0,1.7333245,7.052395,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",octagon,PREDICTED
Clara Bow,TTPD: The Anthology,0.473022311925888,0.413654088973999,1.3721986417657028,1.216867469879518,0.5622489959839357,-0.9243,,True,True,1.0,4.5090547,3.5267458,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),octagon,PREDICTED
Fortnight,TTPD: The Anthology: The Anthology,0.6724319458007812,0.528087854385376,2.667052624558128,1.322884012539185,0.3510971786833856,0.0479,,True,True,2.0,3.9901056,7.266011,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram,
The Tortured Poets Department,TTPD: The Anthology: The Anthology,0.6607244610786438,0.4910603165626526,2.5428186274509805,1.3259803921568627,0.375,-1.1817,,True,True,2.0,4.559211,6.62119,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram,
My Boy Only Breaks His Favorite Toys,TTPD: The Anthology: The Anthology,0.4212334156036377,0.4133943617343902,1.3767605633802835,1.1971830985915493,0.5,-1.2121,,True,True,1.0,4.5943093,3.566848,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram,
Down Bad,TTPD: The Anthology: The Anthology,0.5884434580802917,0.326432466506958,0.6569047619047623,1.1292372881355932,0.3072033898305085,0.981,,True,True,0.0,-1.913751,5.7657022,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",hexagram,
"So Long, London",TTPD: The Anthology: The Anthology,0.3752323389053345,0.3709471821784973,1.335756149732621,1.1871657754010696,0.5561497326203209,1.2683,,True,True,1.0,3.1854217,3.41993,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram,
But Daddy I Love Him,TTPD: The Anthology: The Anthology,0.3680209517478943,0.3221140503883362,1.5065856129685962,1.2269503546099292,0.4414893617021276,1.1306,,True,True,4.0,2.9368305,3.8188314,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram,
Fresh Out The Slammer,TTPD: The Anthology: The Anthology,0.6888028383255005,0.3847656846046448,2.496781943546651,1.2673992673992671,0.5384615384615384,-0.328,,True,True,2.0,4.8672333,5.6152,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram,
Florida!!!,TTPD: The Anthology: The Anthology,0.5106512308120728,0.3542351126670837,2.4170335429769416,1.2605633802816902,0.3779342723004695,-0.3275,,True,True,2.0,3.6152754,6.246676,valence,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram,
